sample_id,population_id,superpopulation,dataset,country,neural_ancestry
SA0722,Khomani_San,African,sgdp,SouthAfrica,African
ND19394,Korean,East Asian,sgdp,Korea,East Asian
NA00726,Korean,East Asian,sgdp,Korea,East Asian
K-2,Kusunda,South Asian,sgdp,Nepal,South Asian
K-15,Kusunda,South Asian,sgdp,Nepal,South Asian
Bishkek28440,Kyrgyz,Central Asian Siberian,sgdp,Kyrgyzystan,East Asian
Bishkek28439,Kyrgyz,Central Asian Siberian,sgdp,Kyrgyzystan,East Asian
lez49,Lezgin,West Eurasian,sgdp,Russia,European
lez42,Lezgin,West Eurasian,sgdp,Russia,West Asian
NA19044,Luhya,African,sgdp,Kenya,African
Ayodo_430C,Luo,African,sgdp,Kenya,African
Ayodo_502C,Luo,African,sgdp,Kenya,African
M4,Madiga,South Asian,sgdp,India,South Asian
M13,Madiga,South Asian,sgdp,India,South Asian
ML2,Mala,South Asian,sgdp,India,South Asian
ML3,Mala,South Asian,sgdp,India,South Asian
Mansi79,Mansi,Central Asian Siberian,sgdp,Russia,East Asian
Mansi41,Mansi,Central Asian Siberian,sgdp,Russia,East Asian
mixe0002,Mixe,American,sgdp,Mexico,American
mixe0042,Mixe,American,sgdp,Mexico,American
mixa0099,Mixtec,American,sgdp,Mexico,
mixa0105,Mixtec,American,sgdp,Mexico,
NorthOssetia12,North_Ossetian,West Eurasian,sgdp,Russia,European
NorthOssetia5,North_Ossetian,West Eurasian,sgdp,Russia,European
R3,Relli,South Asian,sgdp,India,South Asian
R6,Relli,South Asian,sgdp,India,South Asian
Utsa21,Saami,West Eurasian,sgdp,Finland,European
Utsa22,Saami,West Eurasian,sgdp,Finland,European
SAH31,Saharawi,African,sgdp,Western Sahara (Morocco),African
SAH41,Saharawi,African,sgdp,Western Sahara (Morocco),African
tdj409_shugnan,Tajik,West Eurasian,sgdp,Tajikistan,South Asian
tdj430_shugnan,Tajik,West Eurasian,sgdp,Tajikistan,South Asian
CHI-007,Thai,East Asian,sgdp,Thailand,East Asian
CHI-034,Thai,East Asian,sgdp,Thailand,East Asian
Ale32,Tlingit,Central Asian Siberian,sgdp,Russia,
Ale14,Tlingit,Central Asian Siberian,sgdp,Russia,
Tuba19,Tubalar,Central Asian Siberian,sgdp,Russia,East Asian
Tuba9,Tubalar,Central Asian Siberian,sgdp,Russia,East Asian
Kayseri23827,Turkish,West Eurasian,sgdp,Turkey,West Asian
Kayseri24424,Turkish,West Eurasian,sgdp,Turkey,West Asian
Ul31,Ulchi,Central Asian Siberian,sgdp,Russia,East Asian
Ul5,Ulchi,Central Asian Siberian,sgdp,Russia,East Asian
Y4,Yadava,South Asian,sgdp,India,South Asian
Y8,Yadava,South Asian,sgdp,India,South Asian
YemeniteJew4695,Yemenite_Jew,West Eurasian,sgdp,Yemen,West Asian
YemeniteJew5433,Yemenite_Jew,West Eurasian,sgdp,Yemen,West Asian
zapo0098,Zapotec,American,sgdp,Mexico,American
zapo0099,Zapotec,American,sgdp,Mexico,American
Nlk1,Even,Central Asian Siberian,sgdp,Russia,East Asian
Nlk18,Even,Central Asian Siberian,sgdp,Russia,East Asian
Nlk3,Even,Central Asian Siberian,sgdp,Russia,East Asian
Jordan445,Jordanian,West Eurasian,sgdp,Jordan,West Asian
Jordan214,Jordanian,West Eurasian,sgdp,Jordan,West Asian
NA11201,Quechua,American,sgdp,Peru,American
NA11200,Quechua,American,sgdp,Peru,American
Peru60,Quechua,American,sgdp,Peru,American
SS6004486,Kashmiri_Pandit,South Asian,sgdp,India,
SS6004481,Kharia,South Asian,sgdp,India,
SS6004482,Kurumba,South Asian,sgdp,India,
SS6004485,Mala,South Asian,sgdp,India,
SS6004483,Onge,South Asian,sgdp,India,
SS6004484,Onge,South Asian,sgdp,India,
COKN016,Kongo,African,sgdp,Congo,
Mex02,Nahua,American,sgdp,Mexico,
Mex20,Nahua,American,sgdp,Mexico,
NAD93,Chipewyan,American,sgdp,Canada,
NAD59,Chipewyan,American,sgdp,Canada,
Cree5,Cree,American,sgdp,Canada,
Cree6,Cree,American,sgdp,Canada,
NGIB034,Igbo,African,sgdp,Nigeria,
NGIB042,Igbo,African,sgdp,Nigeria,
CALM031,Lemande,African,sgdp,Cameroon,
CALM016,Lemande,African,sgdp,Cameroon,
ADR1,Sherpa,South Asian,sgdp,Nepal,
ADR2,Sherpa,South Asian,sgdp,Nepal,
ADR3,Tibetan,South Asian,sgdp,Tibet,
ADR4,Tibetan,South Asian,sgdp,Tibet,
ETAR011,Aari,African,sgdp,Ethiopia,
ETAR005,Aari,African,sgdp,Ethiopia,
ETAI021,Agaw,African,sgdp,Ethiopia,
ETAI032,Agaw,African,sgdp,Ethiopia,
ETAM046,Amhara,African,sgdp,Ethiopia,
ETAM048,Amhara,African,sgdp,Ethiopia,
CAPB016,Baka,African,sgdp,Cameroon,
CAPB007,Baka,African,sgdp,Cameroon,
CAPL056,Bakola,African,sgdp,Cameroon,
CAPL044,Bakola,African,sgdp,Cameroon,
CAPM001,Bedzan,African,sgdp,Cameroon,
CAPM019,Bedzan,African,sgdp,Cameroon,
CHBU007,Bulala,African,sgdp,Chad,
CHBU001,Bulala,African,sgdp,Chad,
KEEL005B,Elmolo,African,sgdp,Kenya,
KEEL023A,Elmolo,African,sgdp,Kenya,
CAMF011,Fulani,African,sgdp,Cameroon,
CAMF023,Fulani,African,sgdp,Cameroon,
TZHZ027,Hadza,African,sgdp,Tanzania,
TZHZ018,Hadza,African,sgdp,Tanzania,
TZIQ045,Iraqw,African,sgdp,Tanzania,
TZIQ065,Iraqw,African,sgdp,Tanzania,
CARKA005,Kaba,African,sgdp,CentralAfricanRepublic,
CARKA030,Kaba,African,sgdp,CentralAfricanRepublic,
KEGK001,Kikuyu,African,sgdp,Kenya,
KEGK032,Kikuyu,African,sgdp,Kenya,
CHLA001,Laka,African,sgdp,Chad,
CHLA074,Laka,African,sgdp,Chad,
CAMD042,Mada,African,sgdp,Cameroon,
CAMD045,Mada,African,sgdp,Cameroon,
ETMS008,Mursi,African,sgdp,Ethiopia,
ETMS033,Mursi,African,sgdp,Ethiopia,
CANG014,Ngumba,African,sgdp,Cameroon,
CANG007,Ngumba,African,sgdp,Cameroon,
KEOG013,Ogiek,African,sgdp,Kenya,
KEOG015,Ogiek,African,sgdp,Kenya,
KERD022,Rendille,African,sgdp,Kenya,
KERD016,Rendille,African,sgdp,Kenya,
TZSW131,Sandawe,African,sgdp,Tanzania,
TZSW057,Sandawe,African,sgdp,Tanzania,
KESN014,Sengwer,African,sgdp,Kenya,
KESN030,Sengwer,African,sgdp,Kenya,
CATS023,Tikar_South,African,sgdp,Cameroon,
CATS005,Tikar_South,African,sgdp,Cameroon,
HGDP01344,Naxi,East Asian,sgdp,,
IHW9195,Australian,Oceanian,sgdp,,
HG003,Ashkenazi,European,giab,,
HG004,Ashkenazi,European,giab,,
